"rank_abs_delta","parid","county","acres_2020","acres_2026","n_tcc_pixels","mean_tcc_2020","mean_tcc_2025","delta_pp","abs_delta_pp","owner_type_2020","owner_type_2026","owner_type_changed","still_in_cfp_2026"
168,"4213","Keweenaw",40,40,176,80.4602272727273,64.8295454545455,-15.6306818181818,15.6306818181818,"Forest Industry","Forest Industry",FALSE,TRUE
169,"32899","Keweenaw",79.2,NA,350,45.6857142857143,61.2028571428571,15.5171428571429,15.5171428571429,"Private Individual(s)","non-CFP in 2026",FALSE,FALSE
170,"10262","Houghton",160,160,701,63.5720399429387,78.9757489300999,15.4037089871612,15.4037089871612,"Forest Industry","Forest Industry",FALSE,TRUE
171,"19691","Keweenaw",20,20,87,80.0459770114943,64.6551724137931,-15.3908045977011,15.3908045977011,"Forest Industry","Forest Industry",FALSE,TRUE
172,"17628","Houghton",64.4,64.4,202,61.1089108910891,76.4356435643564,15.3267326732673,15.3267326732673,"Forest Industry","Other",TRUE,TRUE
173,"17637","Houghton",40,40,184,57.7663043478261,73.0054347826087,15.2391304347826,15.2391304347826,"Forest Industry","Forest Industry",FALSE,TRUE
174,"5210","Keweenaw",80,80,361,76.6315789473684,61.398891966759,-15.2326869806094,15.2326869806094,"Forest Industry","Forest Industry",FALSE,TRUE
175,"5129","Houghton",80,80,361,63.2326869806094,78.415512465374,15.1828254847645,15.1828254847645,"Forest Industry","Forest Industry",FALSE,TRUE
176,"20646","Houghton",20,20,93,53.6774193548387,68.7096774193548,15.0322580645161,15.0322580645161,"Forest Industry","Forest Industry",FALSE,TRUE
177,"17976","Keweenaw",360,360,1612,61.4261786600496,76.4218362282878,14.9956575682382,14.9956575682382,"Forest Industry","Other Business",TRUE,TRUE
178,"17537","Houghton",40,40,171,81.9298245614035,66.9356725146199,-14.9941520467836,14.9941520467836,"Forest Industry","Forest Industry",FALSE,TRUE
179,"20310","Houghton",160,160,743,79.978465679677,64.9905787348587,-14.9878869448183,14.9878869448183,"Other Business","Forest Industry",TRUE,TRUE
180,"35626","Houghton",149.5,NA,737,56.2645861601085,71.2388059701493,14.9742198100407,14.9742198100407,"Forest Industry","non-CFP in 2026",FALSE,FALSE
181,"35178","Keweenaw",80,80,356,57.2556179775281,72.1488764044944,14.8932584269663,14.8932584269663,"Forest Industry","Other Business",TRUE,TRUE
182,"17447","Keweenaw",80,80,361,64.0360110803324,78.8753462603878,14.8393351800554,14.8393351800554,"Forest Industry","Forest Industry",FALSE,TRUE
183,"34669","Keweenaw",180,180,786,59.236641221374,74.0725190839695,14.8358778625954,14.8358778625954,"Other Business","Other",TRUE,TRUE
184,"6163","Keweenaw",160,160,707,69.4752475247525,54.6888260254597,-14.7864214992928,14.7864214992928,"Forest Industry","Forest Industry",FALSE,TRUE
185,"19750","Keweenaw",151.99,151.99,684,56.9590643274854,71.7324561403509,14.7733918128655,14.7733918128655,"Forest Industry","Other Business",TRUE,TRUE
186,"18868","Houghton",35,35,158,39.1962025316456,24.4746835443038,-14.7215189873418,14.7215189873418,"Forest Industry","Forest Industry",FALSE,TRUE
187,"17624","Houghton",77.48,77.48,325,52.72,67.3907692307692,14.6707692307692,14.6707692307692,"Forest Industry","Other",TRUE,TRUE
188,"18995","Keweenaw",80,80,360,62.3027777777778,76.9333333333333,14.6305555555556,14.6305555555556,"Forest Industry","Forest Industry",FALSE,TRUE
189,"814","Keweenaw",160,160,716,77.7011173184357,63.0712290502793,-14.6298882681564,14.6298882681564,"Forest Industry","Forest Industry",FALSE,TRUE
190,"31159","Keweenaw",40,40,172,74.9360465116279,60.3604651162791,-14.5755813953488,14.5755813953488,"Forest Industry","Forest Industry",FALSE,TRUE
191,"23184","Keweenaw",160,NA,724,62.4350828729282,76.9779005524862,14.542817679558,14.542817679558,"Forest Industry","non-CFP in 2026",FALSE,FALSE
192,"6190","Houghton",40,40,182,62.9285714285714,77.4615384615385,14.532967032967,14.532967032967,"Forest Industry","Forest Industry",FALSE,TRUE
193,"11966","Keweenaw",640,640,2842,76.5021111893033,61.9978888106967,-14.5042223786066,14.5042223786066,"Forest Industry","Forest Industry",FALSE,TRUE
194,"16823","Keweenaw",480,480,2151,74.4704788470479,60.1510925151093,-14.3193863319386,14.3193863319386,"Forest Industry","Forest Industry",FALSE,TRUE
195,"22024","Keweenaw",40,40,181,61.3259668508287,75.6298342541436,14.3038674033149,14.3038674033149,"Forest Industry","Other Business",TRUE,TRUE
196,"16268","Keweenaw",81.92,81.92,360,61.8305555555556,76.0361111111111,14.2055555555556,14.2055555555556,"Forest Industry","Forest Industry",FALSE,TRUE
197,"10282","Houghton",640,640,2872,80.5640668523677,66.3642061281337,-14.199860724234,14.199860724234,"Forest Industry","Forest Industry",FALSE,TRUE
198,"10279","Houghton",320,320,1434,57.7601115760112,71.9567642956764,14.1966527196653,14.1966527196653,"Forest Industry","Forest Industry",FALSE,TRUE
199,"27244","Houghton",42.46,42.46,182,73.9945054945055,59.8681318681319,-14.1263736263736,14.1263736263736,"Forest Industry","Forest Industry",FALSE,TRUE
200,"35245","Houghton",116.1,NA,524,53.0896946564885,67.1774809160305,14.087786259542,14.087786259542,"Other Business","non-CFP in 2026",FALSE,FALSE
201,"10423","Houghton",440,440,1946,81.9465570400822,67.8638232271326,-14.0827338129496,14.0827338129496,"Forest Industry","Forest Industry",FALSE,TRUE
202,"29317","Keweenaw",590,590,2655,78.7472693032015,64.8497175141243,-13.8975517890772,13.8975517890772,"Forest Industry","Forest Industry",FALSE,TRUE
203,"10399","Houghton",40,40,186,76.3225806451613,62.4301075268817,-13.8924731182796,13.8924731182796,"Other","Other",FALSE,TRUE
204,"10208","Houghton",160,160,723,75.4412171507607,61.6196403872752,-13.8215767634855,13.8215767634855,"Forest Industry","Forest Industry",FALSE,TRUE
205,"10285","Houghton",320,320,1403,66.3627940128297,80.1625089094797,13.79971489665,13.79971489665,"Forest Industry","Forest Industry",FALSE,TRUE
206,"5078","Houghton",80,NA,363,64.3388429752066,78.1349862258953,13.7961432506887,13.7961432506887,"Forest Industry","non-CFP in 2026",FALSE,FALSE
207,"10286","Houghton",478.38,478.38,2191,76.7854860794158,63.0853491556367,-13.7001369237791,13.7001369237791,"Forest Industry","Forest Industry",FALSE,TRUE
208,"11963","Keweenaw",160,NA,703,64.6899004267425,51.0184921763869,-13.6714082503556,13.6714082503556,"Forest Industry","non-CFP in 2026",FALSE,FALSE
209,"4959","Houghton",40,40,163,50.920245398773,64.5276073619632,13.6073619631902,13.6073619631902,"Forest Industry","Forest Industry",FALSE,TRUE
210,"12116","Keweenaw",640,NA,2805,74.1329768270945,60.531550802139,-13.6014260249554,13.6014260249554,"Forest Industry","non-CFP in 2026",FALSE,FALSE
211,"5069","Houghton",159.83,159.83,663,68.2564102564103,81.7858220211161,13.5294117647059,13.5294117647059,"Forest Industry","Forest Industry",FALSE,TRUE
212,"28899","Houghton",575.95,NA,2676,57.326980568012,70.8508968609866,13.5239162929746,13.5239162929746,"Forest Industry","non-CFP in 2026",FALSE,FALSE
213,"31239","Houghton",80,80,362,70.9889502762431,84.4502762430939,13.4613259668508,13.4613259668508,"Private Individual(s)","Trust",TRUE,TRUE
214,"20663","Keweenaw",320,320,1445,63.2705882352941,76.6484429065744,13.3778546712803,13.3778546712803,"Forest Industry","Forest Industry",FALSE,TRUE
215,"10417","Houghton",320,320,1443,69.4331254331254,82.7373527373527,13.3042273042273,13.3042273042273,"Forest Industry","Forest Industry",FALSE,TRUE
216,"27245","Houghton",42.41,42.41,181,76.6740331491713,63.3701657458564,-13.3038674033149,13.3038674033149,"Forest Industry","Forest Industry",FALSE,TRUE
217,"19711","Keweenaw",40,40,176,59.9602272727273,73.2386363636364,13.2784090909091,13.2784090909091,"Forest Industry","Forest Industry",FALSE,TRUE
218,"10351","Houghton",640,640,2748,81.9636098981077,68.7503639010189,-13.2132459970888,13.2132459970888,"Forest Industry","Forest Industry",FALSE,TRUE
219,"10327","Houghton",599.26,599.26,2652,75.9958521870287,62.880467571644,-13.1153846153846,13.1153846153846,"Forest Industry","Forest Industry",FALSE,TRUE
220,"31125","Houghton",73.69,73.69,312,72.6570512820513,59.6923076923077,-12.9647435897436,12.9647435897436,"Forest Industry","Forest Industry",FALSE,TRUE
221,"10266","Houghton",80,80,356,78.3286516853933,65.3679775280899,-12.9606741573034,12.9606741573034,"Forest Industry","Forest Industry",FALSE,TRUE
222,"4993","Houghton",160,160,776,65.5025773195876,78.326030927835,12.8234536082474,12.8234536082474,"Forest Industry","Private Individual(s)",TRUE,TRUE
223,"33711","Houghton",40,40,180,59.7833333333333,72.6055555555556,12.8222222222222,12.8222222222222,"Forest Industry","Forest Industry",FALSE,TRUE
224,"35029","Houghton",40,40,179,70.5754189944134,83.2849162011173,12.7094972067039,12.7094972067039,"Forest Industry","Forest Industry",FALSE,TRUE
225,"10251","Houghton",80,80,355,72.1746478873239,59.4929577464789,-12.6816901408451,12.6816901408451,"Forest Industry","Forest Industry",FALSE,TRUE
226,"18846","Houghton",40,40,179,66.0446927374302,78.7262569832402,12.6815642458101,12.6815642458101,"Forest Industry","Forest Industry",FALSE,TRUE
227,"10403","Houghton",30,30,132,75.6742424242424,63.1363636363636,-12.5378787878788,12.5378787878788,"Forest Industry","Forest Industry",FALSE,TRUE
228,"4214","Keweenaw",80,80,355,84.2450704225352,71.7183098591549,-12.5267605633803,12.5267605633803,"Forest Industry","Forest Industry",FALSE,TRUE
229,"26182","Houghton",20,NA,90,52.5555555555556,65.0777777777778,12.5222222222222,12.5222222222222,"Private Individual(s)","non-CFP in 2026",FALSE,FALSE
230,"29604","Keweenaw",80,80,350,68.4314285714286,80.8542857142857,12.4228571428571,12.4228571428571,"Forest Industry","Other Business",TRUE,TRUE
231,"10167","Houghton",160,160,724,73.7720994475138,61.5193370165746,-12.2527624309392,12.2527624309392,"Forest Industry","Forest Industry",FALSE,TRUE
232,"16149","Houghton",40,40,179,66.8435754189944,79.0502793296089,12.2067039106145,12.2067039106145,"Forest Industry","Forest Industry",FALSE,TRUE
233,"34593","Houghton",320,NA,1441,69.1623872310895,81.3657182512144,12.2033310201249,12.2033310201249,"Forest Industry","non-CFP in 2026",FALSE,FALSE
234,"5270","Keweenaw",320,320,1455,60.3560137457045,72.547766323024,12.1917525773196,12.1917525773196,"Forest Industry","Forest Industry",FALSE,TRUE
235,"17448","Keweenaw",80,80,360,70.1305555555556,82.2944444444445,12.1638888888889,12.1638888888889,"Forest Industry","Forest Industry",FALSE,TRUE
236,"10359","Houghton",600,600,2796,64.0894134477825,76.2153075822604,12.1258941344778,12.1258941344778,"Forest Industry","Forest Industry",FALSE,TRUE
237,"23173","Houghton",80,80,357,67.5518207282913,79.6526610644258,12.1008403361345,12.1008403361345,"Forest Industry","Forest Industry",FALSE,TRUE
238,"35425","Houghton",40,40,182,62.4835164835165,74.5824175824176,12.0989010989011,12.0989010989011,"Forest Industry","Forest Industry",FALSE,TRUE
239,"6144","Keweenaw",80,NA,362,62.4171270718232,74.5082872928177,12.0911602209945,12.0911602209945,"Forest Industry","non-CFP in 2026",FALSE,FALSE
240,"4939","Houghton",40,40,179,63.1899441340782,51.2178770949721,-11.9720670391061,11.9720670391061,"Forest Industry","Forest Industry",FALSE,TRUE
241,"4935","Houghton",40,40,178,55.5280898876404,43.5786516853933,-11.9494382022472,11.9494382022472,"Forest Industry","Forest Industry",FALSE,TRUE
242,"4204","Keweenaw",160,160,715,70.3566433566434,82.2685314685315,11.9118881118881,11.9118881118881,"Forest Industry","Forest Industry",FALSE,TRUE
243,"22763","Houghton",160.38,160.38,752,77.9827127659574,66.1954787234042,-11.7872340425532,11.7872340425532,"Other Business","Forest Industry",TRUE,TRUE
244,"22045","Keweenaw",313.6,NA,1420,64.2661971830986,75.9901408450704,11.7239436619718,11.7239436619718,"Forest Industry","non-CFP in 2026",FALSE,FALSE
245,"5173","Keweenaw",160,160,724,77.5524861878453,65.8397790055249,-11.7127071823204,11.7127071823204,"Forest Industry","Forest Industry",FALSE,TRUE
246,"10181","Houghton",80,80,360,80.925,69.2916666666667,-11.6333333333333,11.6333333333333,"Forest Industry","Forest Industry",FALSE,TRUE
247,"5135","Houghton",40,40,184,64.7173913043478,76.2934782608696,11.5760869565217,11.5760869565217,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
248,"17483","Houghton",80,80,350,69.7171428571429,81.2914285714286,11.5742857142857,11.5742857142857,"Forest Industry","Forest Industry",FALSE,TRUE
249,"18909","Houghton",67.5,67.5,300,43.9366666666667,55.38,11.4433333333333,11.4433333333333,"Forest Industry","Other",TRUE,TRUE
250,"17675","Houghton",40,NA,179,46.6648044692737,58.0949720670391,11.4301675977654,11.4301675977654,"Forest Industry","non-CFP in 2026",FALSE,FALSE
251,"17486","Houghton",40,40,177,68.271186440678,79.6949152542373,11.4237288135593,11.4237288135593,"Forest Industry","Forest Industry",FALSE,TRUE
252,"18018","Keweenaw",160,160,699,80.5979971387697,69.2403433476395,-11.3576537911302,11.3576537911302,"Forest Industry","Forest Industry",FALSE,TRUE
253,"12105","Keweenaw",320,320,1437,64.7814892136395,76.0744606819763,11.2929714683368,11.2929714683368,"Forest Industry","Forest Industry",FALSE,TRUE
254,"5134","Houghton",40,40,181,62.0718232044199,73.3591160220994,11.2872928176795,11.2872928176795,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
255,"10187","Houghton",160,160,730,73.3547945205479,62.0821917808219,-11.272602739726,11.272602739726,"Forest Industry","Forest Industry",FALSE,TRUE
256,"5197","Keweenaw",158.49,NA,724,62.3190607734807,73.5621546961326,11.2430939226519,11.2430939226519,"Forest Industry","non-CFP in 2026",FALSE,FALSE
257,"12120","Keweenaw",520,520,2380,61.9852941176471,73.2004201680672,11.2151260504202,11.2151260504202,"Forest Industry","Forest Industry",FALSE,TRUE
258,"28441","Keweenaw",140,140,646,67.6640866873065,78.8777089783282,11.2136222910217,11.2136222910217,"Forest Industry","Forest Industry",FALSE,TRUE
259,"10213","Houghton",639.88,639.88,2898,80.7008281573499,69.4975845410628,-11.2032436162871,11.2032436162871,"Forest Industry","Forest Industry",FALSE,TRUE
260,"12048","Keweenaw",80,80,361,83.1689750692521,72.0498614958449,-11.1191135734072,11.1191135734072,"Forest Industry","Forest Industry",FALSE,TRUE
261,"33438","Houghton",40,40,179,79.4189944134078,68.3016759776536,-11.1173184357542,11.1173184357542,"Other Business","Forest Industry",TRUE,TRUE
262,"35623","Houghton",40,40,185,67.6162162162162,78.7297297297297,11.1135135135135,11.1135135135135,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
263,"18911","Houghton",40,40,179,81.5083798882682,70.4357541899441,-11.072625698324,11.072625698324,"Forest Industry","Forest Industry",FALSE,TRUE
264,"31135","Houghton",480,480,2217,72.5931438881371,61.6238159675237,-10.9693279206134,10.9693279206134,"Forest Industry","Forest Industry",FALSE,TRUE
265,"787","Keweenaw",40,40,182,78.3076923076923,67.4120879120879,-10.8956043956044,10.8956043956044,"Forest Industry","Forest Industry",FALSE,TRUE
266,"31975","Houghton",38,38,175,73.2742857142857,84.1028571428571,10.8285714285714,10.8285714285714,"Forest Industry","Forest Industry",FALSE,TRUE
267,"33177","Keweenaw",40,40,173,70.6705202312139,81.4682080924856,10.7976878612717,10.7976878612717,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
268,"21446","Keweenaw",160,160,687,55.6404657933042,66.3260553129549,10.6855895196507,10.6855895196507,"Forest Industry","Other Business",TRUE,TRUE
269,"26008","Houghton",40,40,182,73.6098901098901,62.956043956044,-10.6538461538462,10.6538461538462,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
270,"23181","Houghton",40,40,184,69.4891304347826,80.0978260869565,10.6086956521739,10.6086956521739,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
271,"11990","Keweenaw",240,NA,1078,62.6873840445269,73.2903525046382,10.6029684601113,10.6029684601113,"Forest Industry","non-CFP in 2026",FALSE,FALSE
272,"31010","Keweenaw",520,520,2324,66.4367469879518,76.9229776247848,10.486230636833,10.486230636833,"Forest Industry","Other Business",TRUE,TRUE
273,"343","Houghton",40,40,191,83.5392670157068,73.1937172774869,-10.3455497382199,10.3455497382199,"Forest Industry","Forest Industry",FALSE,TRUE
274,"11961","Keweenaw",200,200,879,74.1399317406143,84.4641638225256,10.3242320819113,10.3242320819113,"Forest Industry","Forest Industry",FALSE,TRUE
275,"29093","Houghton",48.14,48.14,235,70.2510638297872,80.4893617021277,10.2382978723404,10.2382978723404,"Forest Industry","Forest Industry",FALSE,TRUE
276,"22062","Houghton",160.36,160.36,768,82.69921875,72.5403645833333,-10.1588541666667,10.1588541666667,"Forest Industry","Forest Industry",FALSE,TRUE
277,"16973","Houghton",40,40,160,67.4125,77.4375,10.025,10.025,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
278,"32739","Houghton",41.35,41.35,195,63.3025641025641,73.2666666666667,9.96410256410256,9.96410256410256,"Forest Industry","Other",TRUE,TRUE
279,"18920","Houghton",20,20,89,73.7191011235955,63.7865168539326,-9.93258426966293,9.93258426966293,"Forest Industry","Forest Industry",FALSE,TRUE
280,"17626","Houghton",37.7,37.7,157,72.6624203821656,82.5859872611465,9.92356687898089,9.92356687898089,"Forest Industry","Other",TRUE,TRUE
281,"33445","Keweenaw",40,40,170,61.0882352941176,71,9.91176470588236,9.91176470588236,"Forest Industry","Forest Industry",FALSE,TRUE
282,"31012","Keweenaw",80,80,358,67.7960893854749,77.6843575418994,9.88826815642459,9.88826815642459,"Forest Industry","Other Business",TRUE,TRUE
283,"18918","Houghton",20,20,88,61.9204545454545,52.0795454545455,-9.84090909090909,9.84090909090909,"Forest Industry","Forest Industry",FALSE,TRUE
284,"22886","Houghton",20,20,88,49.2159090909091,59.0340909090909,9.81818181818181,9.81818181818181,"Forest Industry","Forest Industry",FALSE,TRUE
285,"35177","Keweenaw",40,40,177,63.5819209039548,73.3785310734463,9.79661016949152,9.79661016949152,"Forest Industry","Other Business",TRUE,TRUE
286,"17473","Houghton",35.45,35.45,152,66.4605263157895,76.2434210526316,9.7828947368421,9.7828947368421,"Forest Industry","Private Individual(s)",TRUE,TRUE
287,"18916","Houghton",20,20,87,78.9770114942529,69.2183908045977,-9.75862068965517,9.75862068965517,"Forest Industry","Forest Industry",FALSE,TRUE
288,"12063","Keweenaw",560,560,2457,69.4232804232804,79.1587301587302,9.73544973544975,9.73544973544975,"Forest Industry","Forest Industry",FALSE,TRUE
289,"5220","Keweenaw",360,360,1610,76.3875776397516,66.7316770186335,-9.65590062111802,9.65590062111802,"Forest Industry","Forest Industry",FALSE,TRUE
290,"10203","Houghton",400,400,1793,80.3970998326827,70.7590630228667,-9.63803680981596,9.63803680981596,"Forest Industry","Forest Industry",FALSE,TRUE
291,"5099","Houghton",320,320,1470,80.7292517006803,71.2047619047619,-9.52448979591836,9.52448979591836,"Forest Industry","Forest Industry",FALSE,TRUE
292,"10207","Houghton",324.57,324.57,1404,69.1609686609687,78.6160968660969,9.4551282051282,9.4551282051282,"Forest Industry","Forest Industry",FALSE,TRUE
293,"30728","Houghton",40,40,178,65.9831460674157,75.438202247191,9.45505617977528,9.45505617977528,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
294,"5067","Houghton",160.04,160.04,614,67.2068403908795,76.6530944625407,9.44625407166124,9.44625407166124,"Forest Industry","Forest Industry",FALSE,TRUE
295,"11950","Keweenaw",200.3,200.3,874,74.7482837528604,65.3100686498856,-9.43821510297484,9.43821510297484,"Forest Industry","Forest Industry",FALSE,TRUE
296,"34543","Houghton",64.49,64.49,293,60.8293515358362,70.2320819112628,9.40273037542662,9.40273037542662,"Forest Industry","Forest Industry",FALSE,TRUE
297,"35418","Houghton",40,40,181,68.1823204419889,77.5635359116022,9.38121546961327,9.38121546961327,"Forest Industry","Forest Industry",FALSE,TRUE
298,"17979","Keweenaw",80,80,390,71.1179487179487,80.4897435897436,9.37179487179486,9.37179487179486,"Forest Industry","Other Business",TRUE,TRUE
299,"10352","Houghton",600,600,2661,78.087185268696,68.7534761367907,-9.33370913190529,9.33370913190529,"Forest Industry","Forest Industry",FALSE,TRUE
300,"4965","Houghton",40,40,156,70.2884615384615,60.9679487179487,-9.32051282051282,9.32051282051282,"Forest Industry","Forest Industry",FALSE,TRUE
301,"18848","Houghton",80,80,359,69.1977715877437,78.5013927576602,9.30362116991644,9.30362116991644,"Forest Industry","Forest Industry",FALSE,TRUE
302,"35624","Houghton",40,40,183,71.0491803278689,80.3497267759563,9.30054644808743,9.30054644808743,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
