"rank_abs_delta","parid","county","acres_2020","acres_2026","n_tcc_pixels","mean_tcc_2020","mean_tcc_2025","delta_pp","abs_delta_pp","owner_type_2020","owner_type_2026","owner_type_changed","still_in_cfp_2026"
1031,"30108","Houghton",20,20,88,82.6022727272727,84.4886363636364,1.88636363636363,1.88636363636363,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1032,"11936","Keweenaw",80,80,370,80.5675675675676,82.445945945946,1.87837837837839,1.87837837837839,"Forest Industry","Forest Industry",FALSE,TRUE
1033,"10269","Houghton",480,480,2146,76.2781919850885,74.4026095060578,-1.87558247903075,1.87558247903075,"Forest Industry","Forest Industry",FALSE,TRUE
1034,"5152","Houghton",160,160,705,76.041134751773,74.1673758865248,-1.87375886524822,1.87375886524822,"Forest Industry","Forest Industry",FALSE,TRUE
1035,"17343","Houghton",40,NA,181,66.5082872928177,68.3812154696133,1.87292817679558,1.87292817679558,"Private Individual(s)","non-CFP in 2026",FALSE,FALSE
1036,"5258","Keweenaw",300,300,1332,75.4932432432432,77.3588588588589,1.86561561561561,1.86561561561561,"Forest Industry","Other Business",TRUE,TRUE
1037,"5193","Keweenaw",34.15,34.15,161,78.5341614906832,80.3975155279503,1.86335403726707,1.86335403726707,"Forest Industry","Forest Industry",FALSE,TRUE
1038,"906","Houghton",40,40,178,82.9213483146067,84.7808988764045,1.85955056179775,1.85955056179775,"Private Individual(s)","Trust",TRUE,TRUE
1039,"16899","Houghton",39.57,39.57,183,80.7431693989071,82.6010928961749,1.85792349726776,1.85792349726776,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1040,"33322","Keweenaw",42.5,42.5,188,76.4627659574468,78.3191489361702,1.8563829787234,1.8563829787234,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1041,"35377","Houghton",40,40,180,78.9388888888889,80.7944444444445,1.85555555555557,1.85555555555557,"Other Business","Other Business",FALSE,TRUE
1042,"19696","Keweenaw",20,20,88,80.6136363636364,82.4659090909091,1.85227272727273,1.85227272727273,"Forest Industry","Forest Industry",FALSE,TRUE
1043,"18953","Keweenaw",80,80,359,80.7019498607242,78.8523676880223,-1.84958217270194,1.84958217270194,"Other Business","Forest Industry",TRUE,TRUE
1044,"21464","Keweenaw",80,NA,333,73.9339339339339,75.7777777777778,1.84384384384384,1.84384384384384,"Forest Industry","non-CFP in 2026",FALSE,FALSE
1045,"19263","Houghton",160,160,713,79.5259467040673,77.6830294530154,-1.8429172510519,1.8429172510519,"Forest Industry","Forest Industry",FALSE,TRUE
1046,"26764","Houghton",40,40,187,81.096256684492,82.9358288770053,1.83957219251337,1.83957219251337,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1047,"19059","Keweenaw",320,320,1419,72.292459478506,74.1282593375617,1.83579985905567,1.83579985905567,"Forest Industry","Forest Industry",FALSE,TRUE
1048,"28328","Houghton",67.14,67.14,314,74.5,76.3216560509554,1.82165605095541,1.82165605095541,"Forest Industry","Forest Industry",FALSE,TRUE
1049,"17995","Keweenaw",264.6,264.6,1368,64.3574561403509,66.1739766081871,1.81652046783626,1.81652046783626,"Forest Industry","Other Business",TRUE,TRUE
1050,"19057","Keweenaw",80,80,362,58.1160220994475,59.9281767955801,1.81215469613259,1.81215469613259,"Private Individual(s)","Private Group",TRUE,TRUE
1051,"23169","Houghton",80,80,343,81.4373177842566,83.2478134110787,1.81049562682216,1.81049562682216,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1052,"33178","Keweenaw",32,32,115,78.8086956521739,80.6173913043478,1.80869565217391,1.80869565217391,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1053,"29214","Houghton",39.91,39.91,188,72.6595744680851,74.468085106383,1.80851063829786,1.80851063829786,"Private Individual(s)","Other Business",TRUE,TRUE
1054,"17614","Houghton",84.9,84.9,412,72.7645631067961,74.5703883495146,1.80582524271844,1.80582524271844,"Forest Industry","Forest Industry",FALSE,TRUE
1055,"6098","Houghton",80,80,376,70.5106382978723,68.7127659574468,-1.79787234042554,1.79787234042554,"Private Individual(s)","Private Group",TRUE,TRUE
1056,"3534","Houghton",29.3,29.3,152,71.7960526315789,73.5921052631579,1.79605263157895,1.79605263157895,"Forest Industry","Forest Industry",FALSE,TRUE
1057,"33647","Houghton",40,40,176,72.8409090909091,74.6306818181818,1.78977272727272,1.78977272727272,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1058,"5262","Keweenaw",40,40,180,79.2444444444444,77.4611111111111,-1.78333333333333,1.78333333333333,"Forest Industry","Other Business",TRUE,TRUE
1059,"26046","Houghton",73.94,73.94,358,74.7011173184357,76.4804469273743,1.77932960893855,1.77932960893855,"Forest Industry","Forest Industry",FALSE,TRUE
1060,"30316","Keweenaw",160,160,728,77.1016483516484,78.8804945054945,1.77884615384616,1.77884615384616,"Forest Industry","Other Business",TRUE,TRUE
1061,"30680","Keweenaw",80,80,368,75.6739130434783,77.4510869565217,1.77717391304347,1.77717391304347,"Forest Industry","Other Business",TRUE,TRUE
1062,"32624","Houghton",40,40,166,81.5361445783133,83.3132530120482,1.77710843373494,1.77710843373494,"Private Individual(s)","Forest Industry",TRUE,TRUE
1063,"20222","Houghton",40,40,174,79.4310344827586,77.6551724137931,-1.77586206896551,1.77586206896551,"Forest Industry","Forest Industry",FALSE,TRUE
1064,"6013","Houghton",40,40,179,75.9162011173184,77.6871508379888,1.77094972067039,1.77094972067039,"Forest Industry","Forest Industry",FALSE,TRUE
1065,"19498","Houghton",40,40,183,70.8196721311475,72.5901639344262,1.77049180327869,1.77049180327869,"Forest Industry","Private Individual(s)",TRUE,TRUE
1066,"35160","Houghton",80,80,357,80.1540616246499,81.9243697478992,1.77030812324931,1.77030812324931,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1067,"18015","Keweenaw",240,240,1082,75.0101663585952,76.7800369685767,1.76987060998151,1.76987060998151,"Forest Industry","Forest Industry",FALSE,TRUE
1068,"10422","Houghton",640,640,2866,70.3565945568737,68.5896720167481,-1.76692254012561,1.76692254012561,"Forest Industry","Forest Industry",FALSE,TRUE
1069,"34889","Houghton",40,40,180,69.7111111111111,71.4777777777778,1.76666666666667,1.76666666666667,"Forest Industry","Forest Industry",FALSE,TRUE
1070,"16085","Houghton",80,80,362,82.5635359116022,80.7983425414365,-1.76519337016575,1.76519337016575,"Forest Industry","Forest Industry",FALSE,TRUE
1071,"19759","Keweenaw",35.55,35.55,167,74.4251497005988,76.185628742515,1.76047904191616,1.76047904191616,"Forest Industry","Other Business",TRUE,TRUE
1072,"788","Keweenaw",320,NA,1404,67.1752136752137,68.9323361823362,1.75712250712252,1.75712250712252,"Forest Industry","non-CFP in 2026",FALSE,FALSE
1073,"31193","Keweenaw",130,130,588,79.9489795918367,81.7040816326531,1.75510204081633,1.75510204081633,"Other Business","Private Individual(s)",TRUE,TRUE
1074,"22451","Houghton",57.3,57.3,276,76.2934782608696,78.0471014492754,1.7536231884058,1.7536231884058,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1075,"18951","Keweenaw",33.75,33.75,158,79.2974683544304,77.5443037974684,-1.75316455696202,1.75316455696202,"Other Business","Forest Industry",TRUE,TRUE
1076,"6081","Houghton",80,80,364,82.6318681318681,84.3791208791209,1.74725274725274,1.74725274725274,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1077,"17342","Houghton",39.84,NA,178,73.3651685393258,75.1123595505618,1.74719101123596,1.74719101123596,"Private Individual(s)","non-CFP in 2026",FALSE,FALSE
1078,"28006","Houghton",40,NA,181,76.5524861878453,74.8066298342541,-1.74585635359117,1.74585635359117,"Private Individual(s)","non-CFP in 2026",FALSE,FALSE
1079,"33688","Houghton",35,35,158,50.2848101265823,48.5443037974684,-1.74050632911393,1.74050632911393,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1080,"11931","Keweenaw",480,480,2136,79.4714419475655,81.2106741573034,1.73923220973784,1.73923220973784,"Forest Industry","Forest Industry",FALSE,TRUE
1081,"4210","Keweenaw",160,160,708,80.9152542372881,82.6511299435028,1.73587570621469,1.73587570621469,"Forest Industry","Forest Industry",FALSE,TRUE
1082,"10316","Houghton",40,40,182,83.3296703296703,85.0549450549451,1.72527472527472,1.72527472527472,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1083,"28457","Houghton",40,40,181,82.5469613259668,84.2707182320442,1.72375690607736,1.72375690607736,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1084,"6172","Keweenaw",29.84,29.84,121,75.8099173553719,77.5289256198347,1.71900826446281,1.71900826446281,"Forest Industry","Forest Industry",FALSE,TRUE
1085,"10296","Houghton",81.25,81.25,370,81.1378378378378,82.8567567567568,1.71891891891892,1.71891891891892,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1086,"23742","Houghton",207.51,NA,1027,60.666017526777,62.3836416747809,1.7176241480039,1.7176241480039,"Forest Industry","non-CFP in 2026",FALSE,FALSE
1087,"17677","Houghton",40,40,181,73.7569060773481,72.0497237569061,-1.70718232044199,1.70718232044199,"Forest Industry","Forest Industry",FALSE,TRUE
1088,"29307","Houghton",160,160,719,70.7399165507649,72.4464534075104,1.70653685674549,1.70653685674549,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1089,"35551","Keweenaw",40,40,176,71.1988636363636,72.9034090909091,1.70454545454545,1.70454545454545,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1090,"35371","Houghton",40,40,179,81.8882681564246,83.5921787709497,1.70391061452513,1.70391061452513,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1091,"4947","Houghton",160,160,709,69.5937940761636,71.2933709449929,1.69957686882934,1.69957686882934,"Forest Industry","Forest Industry",FALSE,TRUE
1092,"30146","Houghton",160,160,727,80.4993122420908,82.1980742778542,1.69876203576341,1.69876203576341,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1093,"17531","Houghton",40,NA,179,80.8994413407821,79.2011173184357,-1.69832402234637,1.69832402234637,"Forest Industry","non-CFP in 2026",FALSE,FALSE
1094,"11924","Keweenaw",200,200,897,78.5763656633222,80.2742474916388,1.69788182831661,1.69788182831661,"Forest Industry","Forest Industry",FALSE,TRUE
1095,"20434","Houghton",80,80,350,82.2342857142857,83.9285714285714,1.69428571428571,1.69428571428571,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1096,"17489","Houghton",320,320,1416,76.5416666666667,78.2323446327684,1.69067796610169,1.69067796610169,"Forest Industry","Forest Industry",FALSE,TRUE
1097,"4908","Houghton",40,40,178,81.2359550561798,82.9213483146067,1.68539325842697,1.68539325842697,"Forest Industry","Forest Industry",FALSE,TRUE
1098,"16265","Keweenaw",160,160,718,79.1657381615599,80.8509749303621,1.68523676880223,1.68523676880223,"Forest Industry","Forest Industry",FALSE,TRUE
1099,"10247","Houghton",40,40,177,84.3333333333333,86.0169491525424,1.68361581920904,1.68361581920904,"Other","Other",FALSE,TRUE
1100,"32900","Keweenaw",73.2,NA,357,66.6610644257703,68.344537815126,1.68347338935574,1.68347338935574,"Private Individual(s)","non-CFP in 2026",FALSE,FALSE
1101,"22754","Keweenaw",40,40,175,73.8571428571429,75.5371428571429,1.67999999999999,1.67999999999999,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1102,"6048","Houghton",40,40,187,70.1122994652406,71.7914438502674,1.67914438502675,1.67914438502675,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1103,"29958","Keweenaw",40,40,180,78.2555555555556,79.9333333333333,1.67777777777778,1.67777777777778,"Forest Industry","Other Business",TRUE,TRUE
1104,"30140","Houghton",70,70,317,80.2776025236593,81.9526813880126,1.67507886435331,1.67507886435331,"Other Business","Other Business",FALSE,TRUE
1105,"17154","Houghton",40,40,180,82.4111111111111,84.0833333333333,1.67222222222222,1.67222222222222,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1106,"30308","Keweenaw",160,160,693,80.7402597402597,82.4083694083694,1.66810966810966,1.66810966810966,"Forest Industry","Other Business",TRUE,TRUE
1107,"10354","Houghton",80,80,360,74.6972222222222,73.0305555555556,-1.66666666666667,1.66666666666667,"Forest Industry","Forest Industry",FALSE,TRUE
1108,"6016","Houghton",320,320,1419,82.984496124031,84.6490486257928,1.6645525017618,1.6645525017618,"Other Business","Other Business",FALSE,TRUE
1109,"10329","Houghton",600,600,2584,80.0518575851393,78.3881578947368,-1.66369969040248,1.66369969040248,"Forest Industry","Forest Industry",FALSE,TRUE
1110,"21883","Houghton",80,80,358,76.6871508379888,78.3491620111732,1.66201117318435,1.66201117318435,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1111,"29097","Keweenaw",60,60,260,80.1115384615385,81.7730769230769,1.66153846153847,1.66153846153847,"Forest Industry","Forest Industry",FALSE,TRUE
1112,"29362","Houghton",40,40,182,82.0659340659341,83.7252747252747,1.65934065934066,1.65934065934066,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1113,"19688","Houghton",20,20,88,83.0113636363636,84.6704545454545,1.65909090909091,1.65909090909091,"Forest Industry","Forest Industry",FALSE,TRUE
1114,"19743","Keweenaw",160,160,705,75.5829787234043,77.2382978723404,1.65531914893617,1.65531914893617,"Forest Industry","Other Business",TRUE,TRUE
1115,"5498","Houghton",280,280,1259,80.6258935663225,82.2803812549643,1.65448768864178,1.65448768864178,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1116,"29211","Houghton",240,240,1009,80.1298315163528,78.4767096134787,-1.65312190287413,1.65312190287413,"Private Individual(s)","Other Business",TRUE,TRUE
1117,"16112","Houghton",64.28,64.28,363,68.8484848484848,70.5013774104683,1.65289256198348,1.65289256198348,"Forest Industry","Forest Industry",FALSE,TRUE
1118,"3532","Houghton",40,40,192,80.0364583333333,81.6875,1.65104166666667,1.65104166666667,"Forest Industry","Forest Industry",FALSE,TRUE
1119,"22823","Houghton",53.2,53.2,220,79.9818181818182,81.6272727272727,1.64545454545454,1.64545454545454,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1120,"20436","Houghton",80,80,356,82.6320224719101,84.2752808988764,1.64325842696628,1.64325842696628,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1121,"31194","Keweenaw",202,202,856,79.1693925233645,80.8119158878505,1.64252336448598,1.64252336448598,"Other Business","Other Business",FALSE,TRUE
1122,"10225","Houghton",40,40,204,77.9558823529412,79.5980392156863,1.6421568627451,1.6421568627451,"Forest Industry","Forest Industry",FALSE,TRUE
1123,"17437","Keweenaw",80,80,365,80.6082191780822,82.2493150684931,1.64109589041095,1.64109589041095,"Other","Other",FALSE,TRUE
1124,"17539","Houghton",40,40,186,54.7956989247312,56.4354838709677,1.63978494623656,1.63978494623656,"Forest Industry","Forest Industry",FALSE,TRUE
1125,"11916","Keweenaw",160,160,713,75.6185133239832,77.249649368864,1.63113604488079,1.63113604488079,"Forest Industry","Forest Industry",FALSE,TRUE
1126,"10222","Houghton",60,60,267,77.2397003745318,78.8689138576779,1.62921348314606,1.62921348314606,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1127,"31965","Houghton",79.23,79.23,358,73.5446927374302,75.1703910614525,1.62569832402235,1.62569832402235,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1128,"30419","Houghton",80,80,357,77.4341736694678,75.812324929972,-1.62184873949579,1.62184873949579,"Other Business","Other Business",FALSE,TRUE
1129,"33000","Houghton",40,NA,179,64.8994413407821,63.2793296089385,-1.62011173184357,1.62011173184357,"Private Individual(s)","non-CFP in 2026",FALSE,FALSE
1130,"28976","Houghton",40,40,163,80.9079754601227,82.5276073619632,1.61963190184049,1.61963190184049,"Forest Industry","Forest Industry",FALSE,TRUE
1131,"18990","Keweenaw",240,240,1057,81.3207190160833,82.9394512771996,1.61873226111636,1.61873226111636,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1132,"10413","Houghton",242.83,242.83,1077,77.6388115134633,79.2571959145775,1.61838440111421,1.61838440111421,"Forest Industry","Forest Industry",FALSE,TRUE
1133,"4989","Houghton",40,40,183,79.0765027322404,80.6885245901639,1.61202185792349,1.61202185792349,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1134,"5087","Houghton",40,40,189,70.0634920634921,68.4550264550265,-1.60846560846561,1.60846560846561,"Forest Industry","Forest Industry",FALSE,TRUE
1135,"27122","Houghton",40,NA,181,82.1270718232044,83.7348066298343,1.60773480662984,1.60773480662984,"Other Business","non-CFP in 2026",FALSE,FALSE
1136,"12102","Keweenaw",240,240,1050,74.3085714285714,75.9152380952381,1.60666666666667,1.60666666666667,"Forest Industry","Forest Industry",FALSE,TRUE
1137,"19778","Keweenaw",40,40,179,74.6368715083799,73.0335195530726,-1.60335195530726,1.60335195530726,"Forest Industry","Other Business",TRUE,TRUE
1138,"30045","Houghton",40,40,176,79.375,80.9772727272727,1.60227272727273,1.60227272727273,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1139,"20343","Keweenaw",80,80,361,78.5650969529086,76.9639889196676,-1.601108033241,1.601108033241,"Other Business","Forest Industry",TRUE,TRUE
1140,"11941","Keweenaw",160,160,727,77.9862448418157,79.5873452544704,1.60110041265474,1.60110041265474,"Forest Industry","Forest Industry",FALSE,TRUE
1141,"5076","Houghton",320,320,1464,79.1693989071038,77.568306010929,-1.60109289617486,1.60109289617486,"Forest Industry","Forest Industry",FALSE,TRUE
1142,"34590","Houghton",80,80,363,81.8567493112948,83.4545454545455,1.59779614325069,1.59779614325069,"Other Business","Other Business",FALSE,TRUE
1143,"33537","Houghton",238,NA,1083,77.8845798707295,76.2871652816251,-1.59741458910433,1.59741458910433,"Other Business","non-CFP in 2026",FALSE,FALSE
1144,"16130","Houghton",160,160,720,82.9416666666667,84.5388888888889,1.59722222222223,1.59722222222223,"Forest Industry","Forest Industry",FALSE,TRUE
1145,"11922","Keweenaw",320.75,320.75,1432,70.9392458100559,72.5356145251397,1.5963687150838,1.5963687150838,"Forest Industry","Forest Industry",FALSE,TRUE
1146,"21890","Houghton",40,40,180,81.6722222222222,83.2666666666667,1.59444444444445,1.59444444444445,"Forest Industry","Forest Industry",FALSE,TRUE
1147,"20791","Houghton",80,80,358,81.2905027932961,82.877094972067,1.58659217877096,1.58659217877096,"Private Individual(s)","Other Business",TRUE,TRUE
1148,"10237","Houghton",40,40,163,77.9263803680982,76.3435582822086,-1.58282208588957,1.58282208588957,"Forest Industry","Forest Industry",FALSE,TRUE
1149,"17438","Keweenaw",160,160,726,76.2933884297521,77.8746556473829,1.58126721763085,1.58126721763085,"Forest Industry","Other Business",TRUE,TRUE
1150,"23274","Keweenaw",200,200,897,73.2363433667781,74.8171683389075,1.58082497212932,1.58082497212932,"Forest Industry","Forest Industry",FALSE,TRUE
1151,"32040","Houghton",40,40,181,69.8508287292818,71.4309392265193,1.58011049723757,1.58011049723757,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1152,"12070","Keweenaw",442.43,442.43,1940,71.619587628866,73.1989690721649,1.57938144329896,1.57938144329896,"Forest Industry","Other Business",TRUE,TRUE
1153,"16259","Keweenaw",82.88,82.88,380,80.9315789473684,82.5105263157895,1.57894736842105,1.57894736842105,"Forest Industry","Forest Industry",FALSE,TRUE
1154,"33714","Houghton",35.39,35.39,142,57.3943661971831,55.8169014084507,-1.57746478873239,1.57746478873239,"Forest Industry","Forest Industry",FALSE,TRUE
1155,"10230","Houghton",40,40,175,78.4457142857143,80.0228571428571,1.57714285714286,1.57714285714286,"Forest Industry","Forest Industry",FALSE,TRUE
1156,"782","Keweenaw",40,40,178,76.4775280898876,74.9044943820225,-1.57303370786516,1.57303370786516,"Forest Industry","Forest Industry",FALSE,TRUE
1157,"30423","Houghton",40,40,166,83.6987951807229,85.2710843373494,1.5722891566265,1.5722891566265,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1158,"3381","Keweenaw",80,80,364,77.0851648351648,78.6565934065934,1.57142857142857,1.57142857142857,"Forest Industry","Forest Industry",FALSE,TRUE
1159,"870","Houghton",80,80,362,82.4337016574586,84,1.56629834254143,1.56629834254143,"Private Individual(s)","Trust",TRUE,TRUE
1160,"23310","Keweenaw",40,40,175,77.5257142857143,75.96,-1.56571428571429,1.56571428571429,"Club or Group","Other",TRUE,TRUE
1161,"16993","Houghton",60.75,60.75,274,79.1678832116788,77.6021897810219,-1.56569343065694,1.56569343065694,"Forest Industry","Forest Industry",FALSE,TRUE
1162,"29988","Houghton",40,40,170,72.9470588235294,74.5117647058824,1.56470588235294,1.56470588235294,"Private Individual(s)","Other Business",TRUE,TRUE
1163,"29854","Houghton",55.3,55.3,185,58.2486486486486,59.8108108108108,1.56216216216217,1.56216216216217,"Forest Industry","Forest Industry",FALSE,TRUE
1164,"18839","Houghton",40,40,173,80.8670520231214,82.4277456647399,1.5606936416185,1.5606936416185,"Private Individual(s)","Other Business",TRUE,TRUE
1165,"35480","Keweenaw",320,320,1418,80.3392101551481,81.8998589562764,1.56064880112835,1.56064880112835,"Forest Industry","Forest Industry",FALSE,TRUE
1166,"19781","Keweenaw",40,40,179,81.6256983240224,83.1843575418994,1.55865921787709,1.55865921787709,"Forest Industry","Forest Industry",FALSE,TRUE
1167,"5081","Houghton",640,640,3040,78.8904605263158,80.4430921052632,1.55263157894737,1.55263157894737,"Forest Industry","Forest Industry",FALSE,TRUE
1168,"6112","Keweenaw",80,80,352,83.5085227272727,85.0539772727273,1.54545454545453,1.54545454545453,"Forest Industry","Forest Industry",FALSE,TRUE
1169,"22732","Houghton",40,40,180,77.7055555555555,79.25,1.54444444444445,1.54444444444445,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1170,"31333","Houghton",40,NA,180,82.2833333333333,80.75,-1.53333333333333,1.53333333333333,"Private Individual(s)","non-CFP in 2026",FALSE,FALSE
1171,"28246","Houghton",100.16,100.16,448,74.5647321428571,76.0915178571429,1.52678571428572,1.52678571428572,"Forest Industry","Other Business",TRUE,TRUE
1172,"6130","Keweenaw",40,40,175,82.6914285714286,84.2114285714286,1.52,1.52,"Forest Industry","Forest Industry",FALSE,TRUE
1173,"4912","Houghton",160,160,708,77.454802259887,78.9675141242938,1.51271186440678,1.51271186440678,"Forest Industry","Forest Industry",FALSE,TRUE
1174,"22834","Houghton",40,40,175,83.32,84.8285714285714,1.50857142857143,1.50857142857143,"Other Business","Other Business",FALSE,TRUE
1175,"16266","Keweenaw",160,160,717,81.6931659693166,80.1854951185495,-1.50767085076708,1.50767085076708,"Forest Industry","Forest Industry",FALSE,TRUE
1176,"23205","Keweenaw",160,160,704,72.8735795454545,74.3806818181818,1.50710227272727,1.50710227272727,"Forest Industry","Other Business",TRUE,TRUE
1177,"35670","Houghton",35.5,35.5,162,56.4567901234568,57.962962962963,1.50617283950617,1.50617283950617,"Forest Industry","Forest Industry",FALSE,TRUE
1178,"5146","Houghton",20,20,87,80.2068965517241,81.7126436781609,1.50574712643677,1.50574712643677,"Forest Industry","Forest Industry",FALSE,TRUE
1179,"12028","Keweenaw",640,640,2877,82.6989920055614,84.2026416405978,1.5036496350365,1.5036496350365,"Forest Industry","Forest Industry",FALSE,TRUE
1180,"20454","Keweenaw",160,160,727,78.9642365887208,80.4676753782668,1.50343878954608,1.50343878954608,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1181,"16088","Houghton",80,80,359,82.8105849582173,81.3119777158774,-1.49860724233984,1.49860724233984,"Forest Industry","Forest Industry",FALSE,TRUE
1182,"22075","Houghton",39.57,39.57,176,75.6477272727273,77.1420454545455,1.49431818181819,1.49431818181819,"Private Individual(s)","Trust",TRUE,TRUE
1183,"4999","Houghton",80,80,353,74.3541076487252,72.8640226628895,-1.49008498583569,1.49008498583569,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1184,"32265","Keweenaw",80,80,359,82.6796657381616,81.1922005571031,-1.4874651810585,1.4874651810585,"Forest Industry","Forest Industry",FALSE,TRUE
1185,"34168","Houghton",40,40,183,76.4371584699454,74.9508196721311,-1.48633879781421,1.48633879781421,"Forest Industry","Forest Industry",FALSE,TRUE
1186,"11945","Keweenaw",240,240,1069,81.9850327408793,80.4995322731525,-1.48550046772685,1.48550046772685,"Forest Industry","Forest Industry",FALSE,TRUE
1187,"16094","Houghton",565.75,565.75,2892,74.0878284923928,72.6030428769018,-1.48478561549101,1.48478561549101,"Forest Industry","Forest Industry",FALSE,TRUE
1188,"30168","Houghton",75,75,328,69.5121951219512,70.9878048780488,1.47560975609755,1.47560975609755,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1189,"29554","Houghton",121.58,121.58,543,81.3333333333333,82.8029465930018,1.46961325966851,1.46961325966851,"Private Individual(s)","Private Group",TRUE,TRUE
1190,"3533","Houghton",40,40,192,81.1197916666667,82.5885416666667,1.46875,1.46875,"Forest Industry","Forest Industry",FALSE,TRUE
1191,"22073","Houghton",320,320,1435,80.3567944250871,78.8885017421603,-1.46829268292683,1.46829268292683,"Forest Industry","Forest Industry",FALSE,TRUE
1192,"10312","Houghton",440,440,1989,77.1261940673705,78.5937657114128,1.46757164404224,1.46757164404224,"Forest Industry","Forest Industry",FALSE,TRUE
1193,"5145","Houghton",20,20,92,79.4782608695652,80.945652173913,1.46739130434783,1.46739130434783,"Forest Industry","Forest Industry",FALSE,TRUE
1194,"670","Houghton",40,40,180,83.4777777777778,84.9444444444444,1.46666666666667,1.46666666666667,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1195,"18539","Houghton",80,80,356,73.6320224719101,75.0983146067416,1.46629213483145,1.46629213483145,"Forest Industry","Forest Industry",FALSE,TRUE
1196,"27101","Keweenaw",220,220,982,76.7505091649694,78.2128309572301,1.4623217922607,1.4623217922607,"Forest Industry","Other Business",TRUE,TRUE
1197,"17462","Keweenaw",40,40,178,60.9044943820225,59.4438202247191,-1.46067415730337,1.46067415730337,"Other Business","Other Business",FALSE,TRUE
1198,"5169","Keweenaw",80,80,349,80.5759312320917,82.0343839541547,1.45845272206304,1.45845272206304,"Forest Industry","Forest Industry",FALSE,TRUE
1199,"16270","Keweenaw",80,80,355,72.6929577464789,71.2366197183099,-1.45633802816901,1.45633802816901,"Forest Industry","Forest Industry",FALSE,TRUE
1200,"30244","Houghton",45.75,45.75,196,79.0816326530612,77.6275510204082,-1.45408163265306,1.45408163265306,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1201,"5090","Houghton",80,80,354,82.590395480226,84.0423728813559,1.45197740112994,1.45197740112994,"Forest Industry","Forest Industry",FALSE,TRUE
1202,"33710","Houghton",30,30,133,79.187969924812,80.6390977443609,1.45112781954887,1.45112781954887,"Forest Industry","Forest Industry",FALSE,TRUE
1203,"20313","Houghton",80,80,364,80.1538461538462,81.6043956043956,1.45054945054945,1.45054945054945,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1204,"11921","Keweenaw",605.15,605.15,2655,78.9585687382298,80.4090395480226,1.45047080979285,1.45047080979285,"Forest Industry","Forest Industry",FALSE,TRUE
1205,"29759","Houghton",40,40,185,82.6918918918919,84.1405405405405,1.44864864864866,1.44864864864866,"Private Individual(s)","Trust",TRUE,TRUE
1206,"5261","Keweenaw",40,40,183,52.2896174863388,53.7377049180328,1.44808743169399,1.44808743169399,"Forest Industry","Other Business",TRUE,TRUE
1207,"28982","Keweenaw",80,80,355,79.1605633802817,80.6056338028169,1.44507042253521,1.44507042253521,"Forest Industry","Forest Industry",FALSE,TRUE
1208,"10220","Houghton",40,40,177,77.728813559322,79.1694915254237,1.44067796610169,1.44067796610169,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1209,"27588","Keweenaw",200,200,895,81.8458100558659,80.4055865921788,-1.44022346368716,1.44022346368716,"Forest Industry","Forest Industry",FALSE,TRUE
